STATIONS_ID;MESS_DATUM;QN_7;SD_SO;eor
       5705;2023071903;   10;  0.00;eor
       5705;2023071904;   10;  0.00;eor
       5705;2023071905;   10;  0.00;eor
       5705;2023071906;   10; 41.00;eor
       5705;2023071907;   10; 60.00;eor
       5705;2023071908;   10; 60.00;eor
       5705;2023071909;   10; 60.00;eor
       5705;2023071910;   10; 60.00;eor
       5705;2023071911;   10; 58.00;eor
       5705;2023071912;   10; 43.00;eor
       5705;2023071913;   10; 32.00;eor
       5705;2023071914;   10;  0.00;eor
       5705;2023071915;   10; 23.00;eor
       5705;2023071916;   10;  0.00;eor
       5705;2023071917;   10;  4.00;eor
       5705;2023071918;   10;  1.00;eor
       5705;2023071919;   10;  0.00;eor
       5705;2023071920;   10;  0.00;eor
       5705;2023072003;   10;  0.00;eor
       5705;2023072004;   10;  0.00;eor
       5705;2023072005;   10; 33.00;eor
       5705;2023072006;   10; 60.00;eor
       5705;2023072007;   10; 60.00;eor
       5705;2023072008;   10; 48.00;eor
       5705;2023072009;   10; 17.00;eor
       5705;2023072010;   10; 54.00;eor
       5705;2023072011;   10; 44.00;eor
       5705;2023072012;   10; 48.00;eor
       5705;2023072013;   10; 49.00;eor
       5705;2023072014;   10; 53.00;eor
       5705;2023072015;   10; 56.00;eor
       5705;2023072016;   10; 38.00;eor
       5705;2023072017;   10; 58.00;eor
       5705;2023072018;   10; 34.00;eor
       5705;2023072019;   10; 22.00;eor
       5705;2023072020;   10;  0.00;eor
       5705;2023072103;   10;  0.00;eor
       5705;2023072104;   10;  0.00;eor
       5705;2023072105;   10;  0.00;eor
       5705;2023072106;   10;  0.00;eor
       5705;2023072107;   10;  0.00;eor
       5705;2023072108;   10;  2.00;eor
       5705;2023072109;   10;  2.00;eor
       5705;2023072110;   10;  0.00;eor
       5705;2023072111;   10; 12.00;eor
       5705;2023072112;   10; 17.00;eor
       5705;2023072113;   10; 13.00;eor
       5705;2023072114;   10;  0.00;eor
       5705;2023072115;   10;  0.00;eor
       5705;2023072116;   10;  0.00;eor
       5705;2023072117;   10; 38.00;eor
       5705;2023072118;   10; 31.00;eor
       5705;2023072119;   10; 32.00;eor
       5705;2023072120;   10;  0.00;eor
       5705;2023072203;   10;  0.00;eor
       5705;2023072204;   10;  0.00;eor
       5705;2023072205;   10; 20.00;eor
       5705;2023072206;   10;  3.00;eor
       5705;2023072207;   10;  0.00;eor
       5705;2023072208;   10; 33.00;eor
       5705;2023072209;   10; 33.00;eor
       5705;2023072210;   10; 45.00;eor
       5705;2023072211;   10; 47.00;eor
       5705;2023072212;   10; 40.00;eor
       5705;2023072213;   10; 29.00;eor
       5705;2023072214;   10; 28.00;eor
       5705;2023072215;   10; 37.00;eor
       5705;2023072216;   10; 23.00;eor
       5705;2023072217;   10; 30.00;eor
       5705;2023072218;   10; 35.00;eor
       5705;2023072219;   10; 11.00;eor
       5705;2023072220;   10;  0.00;eor
       5705;2023072303;   10;  0.00;eor
       5705;2023072304;   10;  0.00;eor
       5705;2023072305;   10; 32.00;eor
       5705;2023072306;   10; 60.00;eor
       5705;2023072307;   10; 58.00;eor
       5705;2023072308;   10; 34.00;eor
       5705;2023072309;   10; 59.00;eor
       5705;2023072310;   10; 47.00;eor
       5705;2023072311;   10; 13.00;eor
       5705;2023072312;   10; 23.00;eor
       5705;2023072313;   10; 47.00;eor
       5705;2023072314;   10; 36.00;eor
       5705;2023072315;   10; 34.00;eor
       5705;2023072316;   10;  4.00;eor
       5705;2023072317;   10;  1.00;eor
       5705;2023072318;   10;  7.00;eor
       5705;2023072319;   10;  4.00;eor
       5705;2023072320;   10;  0.00;eor
       5705;2023072403;   10;  0.00;eor
       5705;2023072404;   10;  0.00;eor
       5705;2023072405;   10; 19.00;eor
       5705;2023072406;   10; 35.00;eor
       5705;2023072407;   10;  3.00;eor
       5705;2023072408;   10;  1.00;eor
       5705;2023072409;   10;  8.00;eor
       5705;2023072410;   10;  0.00;eor
       5705;2023072411;   10; 20.00;eor
       5705;2023072412;   10;  0.00;eor
       5705;2023072413;   10;  8.00;eor
       5705;2023072414;   10; 38.00;eor
       5705;2023072415;   10; 34.00;eor
       5705;2023072416;   10; 19.00;eor
       5705;2023072417;   10; 12.00;eor
       5705;2023072418;   10; 36.00;eor
       5705;2023072419;   10; 39.00;eor
       5705;2023072420;   10;  0.00;eor
       5705;2023072503;   10;  0.00;eor
       5705;2023072504;   10;  0.00;eor
       5705;2023072505;   10;  0.00;eor
       5705;2023072506;   10;  1.00;eor
       5705;2023072507;   10;  6.00;eor
       5705;2023072508;   10;  0.00;eor
       5705;2023072509;   10;  0.00;eor
       5705;2023072510;   10; 24.00;eor
       5705;2023072511;   10; 18.00;eor
       5705;2023072512;   10; 38.00;eor
       5705;2023072513;   10;  9.00;eor
       5705;2023072514;   10;  6.00;eor
       5705;2023072515;   10;  4.00;eor
       5705;2023072516;   10;  4.00;eor
       5705;2023072517;   10; 15.00;eor
       5705;2023072518;   10;  1.00;eor
       5705;2023072519;   10;  0.00;eor
       5705;2023072520;   10;  0.00;eor
       5705;2023072603;   10;  0.00;eor
       5705;2023072604;   10;  0.00;eor
       5705;2023072605;   10;  0.00;eor
       5705;2023072606;   10; 20.00;eor
       5705;2023072607;   10;  0.00;eor
       5705;2023072608;   10;  8.00;eor
       5705;2023072609;   10;  2.00;eor
       5705;2023072610;   10;  4.00;eor
       5705;2023072611;   10; 20.00;eor
       5705;2023072612;   10; 26.00;eor
       5705;2023072613;   10; 38.00;eor
       5705;2023072614;   10;  0.00;eor
       5705;2023072615;   10;  0.00;eor
       5705;2023072616;   10; 60.00;eor
       5705;2023072617;   10; 50.00;eor
       5705;2023072618;   10; 22.00;eor
       5705;2023072619;   10; 22.00;eor
       5705;2023072620;   10;  0.00;eor
       5705;2023072703;   10;  0.00;eor
       5705;2023072704;   10;  0.00;eor
       5705;2023072705;   10;  0.00;eor
       5705;2023072706;   10;  0.00;eor
       5705;2023072707;   10;  0.00;eor
       5705;2023072708;   10;  0.00;eor
       5705;2023072709;   10;  0.00;eor
       5705;2023072710;   10;  0.00;eor
       5705;2023072711;   10;  0.00;eor
       5705;2023072712;   10;  0.00;eor
       5705;2023072713;   10;  0.00;eor
       5705;2023072714;   10;  0.00;eor
       5705;2023072715;   10;  0.00;eor
       5705;2023072716;   10;  0.00;eor
       5705;2023072717;   10;  0.00;eor
       5705;2023072718;   10;  0.00;eor
       5705;2023072719;   10;  0.00;eor
       5705;2023072720;   10;  0.00;eor
       5705;2023072803;   10;  0.00;eor
       5705;2023072804;   10;  0.00;eor
       5705;2023072805;   10;  0.00;eor
       5705;2023072806;   10;  0.00;eor
       5705;2023072807;   10;  0.00;eor
       5705;2023072808;   10;  0.00;eor
       5705;2023072809;   10;  0.00;eor
       5705;2023072810;   10;  3.00;eor
       5705;2023072811;   10; 27.00;eor
       5705;2023072812;   10; 26.00;eor
       5705;2023072813;   10; 23.00;eor
       5705;2023072814;   10; 22.00;eor
       5705;2023072815;   10;  0.00;eor
       5705;2023072816;   10;  0.00;eor
       5705;2023072817;   10;  0.00;eor
       5705;2023072818;   10;  0.00;eor
       5705;2023072819;   10;  0.00;eor
       5705;2023072820;   10;  0.00;eor
       5705;2023072903;   10;  0.00;eor
       5705;2023072904;   10;  0.00;eor
       5705;2023072905;   10;  0.00;eor
       5705;2023072906;   10;  0.00;eor
       5705;2023072907;   10;  0.00;eor
       5705;2023072908;   10;  0.00;eor
       5705;2023072909;   10; 14.00;eor
       5705;2023072910;   10;  4.00;eor
       5705;2023072911;   10; 41.00;eor
       5705;2023072912;   10; 48.00;eor
       5705;2023072913;   10; 21.00;eor
       5705;2023072914;   10; 35.00;eor
       5705;2023072915;   10; 53.00;eor
       5705;2023072916;   10; 60.00;eor
       5705;2023072917;   10; 35.00;eor
       5705;2023072918;   10; 59.00;eor
       5705;2023072919;   10; 41.00;eor
       5705;2023072920;   10;  0.00;eor
       5705;2023073003;   10;  0.00;eor
       5705;2023073004;   10;  0.00;eor
       5705;2023073005;   10;  0.00;eor
       5705;2023073006;   10; 30.00;eor
       5705;2023073007;   10;  0.00;eor
       5705;2023073008;   10; 11.00;eor
       5705;2023073009;   10; 53.00;eor
       5705;2023073010;   10;  0.00;eor
       5705;2023073011;   10; 20.00;eor
       5705;2023073012;   10; 38.00;eor
       5705;2023073013;   10; 33.00;eor
       5705;2023073014;   10; 37.00;eor
       5705;2023073015;   10; 40.00;eor
       5705;2023073016;   10; 59.00;eor
       5705;2023073017;   10; 60.00;eor
       5705;2023073018;   10; 47.00;eor
       5705;2023073019;   10;  8.00;eor
       5705;2023073020;   10;  0.00;eor
       5705;2023073103;   10;  0.00;eor
       5705;2023073104;   10;  0.00;eor
       5705;2023073105;   10;  0.00;eor
       5705;2023073106;   10;  3.00;eor
       5705;2023073107;   10; 17.00;eor
       5705;2023073108;   10; 15.00;eor
       5705;2023073109;   10; 16.00;eor
       5705;2023073110;   10; 45.00;eor
       5705;2023073111;   10; 10.00;eor
       5705;2023073112;   10;  5.00;eor
       5705;2023073113;   10;  9.00;eor
       5705;2023073114;   10;  5.00;eor
       5705;2023073115;   10;  2.00;eor
       5705;2023073116;   10;  0.00;eor
       5705;2023073117;   10;  0.00;eor
       5705;2023073118;   10;  0.00;eor
       5705;2023073119;   10;  0.00;eor
       5705;2023073120;   10;  0.00;eor
       5705;2023080103;   10;  0.00;eor
       5705;2023080104;   10;  0.00;eor
       5705;2023080105;   10;  0.00;eor
       5705;2023080106;   10;  0.00;eor
       5705;2023080107;   10;  0.00;eor
       5705;2023080108;   10;  0.00;eor
       5705;2023080109;   10;  0.00;eor
       5705;2023080110;   10;  0.00;eor
       5705;2023080111;   10; 16.00;eor
       5705;2023080112;   10; 18.00;eor
       5705;2023080113;   10; 42.00;eor
       5705;2023080114;   10; 49.00;eor
       5705;2023080115;   10; 11.00;eor
       5705;2023080116;   10; 22.00;eor
       5705;2023080117;   10;  0.00;eor
       5705;2023080118;   10;  4.00;eor
       5705;2023080119;   10; 20.00;eor
       5705;2023080120;   10;  0.00;eor
       5705;2023080203;   10;  0.00;eor
       5705;2023080204;   10;  0.00;eor
       5705;2023080205;   10;  0.00;eor
       5705;2023080206;   10;  0.00;eor
       5705;2023080207;   10;  0.00;eor
       5705;2023080208;   10;  0.00;eor
       5705;2023080209;   10;  0.00;eor
       5705;2023080210;   10;  0.00;eor
       5705;2023080211;   10;  0.00;eor
       5705;2023080212;   10;  0.00;eor
       5705;2023080213;   10;  0.00;eor
       5705;2023080214;   10;  2.00;eor
       5705;2023080215;   10;  1.00;eor
       5705;2023080216;   10;  8.00;eor
       5705;2023080217;   10;  0.00;eor
       5705;2023080218;   10;  0.00;eor
       5705;2023080219;   10; 38.00;eor
       5705;2023080220;   10;  0.00;eor
       5705;2023080303;   10;  0.00;eor
       5705;2023080304;   10;  0.00;eor
       5705;2023080305;   10;  7.00;eor
       5705;2023080306;   10; 39.00;eor
       5705;2023080307;   10; 59.00;eor
       5705;2023080308;   10; 55.00;eor
       5705;2023080309;   10; 52.00;eor
       5705;2023080310;   10; 42.00;eor
       5705;2023080311;   10; 26.00;eor
       5705;2023080312;   10; 37.00;eor
       5705;2023080313;   10;  9.00;eor
       5705;2023080314;   10; 15.00;eor
       5705;2023080315;   10; 30.00;eor
       5705;2023080316;   10; 28.00;eor
       5705;2023080317;   10;  2.00;eor
       5705;2023080318;   10; 25.00;eor
       5705;2023080319;   10; 18.00;eor
       5705;2023080320;   10;  0.00;eor
       5705;2023080403;   10;  0.00;eor
       5705;2023080404;   10;  0.00;eor
       5705;2023080405;   10;  0.00;eor
       5705;2023080406;   10;  0.00;eor
       5705;2023080407;   10;  0.00;eor
       5705;2023080408;   10;  8.00;eor
       5705;2023080409;   10;  5.00;eor
       5705;2023080410;   10;  6.00;eor
       5705;2023080411;   10; 19.00;eor
       5705;2023080412;   10; 20.00;eor
       5705;2023080413;   10; 28.00;eor
       5705;2023080414;   10; 51.00;eor
       5705;2023080415;   10; 54.00;eor
       5705;2023080416;   10; 59.00;eor
       5705;2023080417;   10; 16.00;eor
       5705;2023080418;   10;  0.00;eor
       5705;2023080419;   10;  7.00;eor
       5705;2023080420;   10;  0.00;eor
       5705;2023080503;   10;  0.00;eor
       5705;2023080504;   10;  0.00;eor
       5705;2023080505;   10;  0.00;eor
       5705;2023080506;   10;  0.00;eor
       5705;2023080507;   10; 23.00;eor
       5705;2023080508;   10; 60.00;eor
       5705;2023080509;   10; 60.00;eor
       5705;2023080510;   10; 47.00;eor
       5705;2023080511;   10;  4.00;eor
       5705;2023080512;   10; 51.00;eor
       5705;2023080513;   10; 28.00;eor
       5705;2023080514;   10; 11.00;eor
       5705;2023080515;   10;  4.00;eor
       5705;2023080516;   10; 19.00;eor
       5705;2023080517;   10; 20.00;eor
       5705;2023080518;   10; 18.00;eor
       5705;2023080519;   10;  0.00;eor
       5705;2023080520;   10;  0.00;eor
       5705;2023080603;   10;  0.00;eor
       5705;2023080604;   10;  0.00;eor
       5705;2023080605;   10;  0.00;eor
       5705;2023080606;   10; 22.00;eor
       5705;2023080607;   10; 11.00;eor
       5705;2023080608;   10;  0.00;eor
       5705;2023080609;   10;  0.00;eor
       5705;2023080610;   10;  3.00;eor
       5705;2023080611;   10; 16.00;eor
       5705;2023080612;   10; 29.00;eor
       5705;2023080613;   10;  6.00;eor
       5705;2023080614;   10;  0.00;eor
       5705;2023080615;   10;  0.00;eor
       5705;2023080616;   10; 21.00;eor
       5705;2023080617;   10;  1.00;eor
       5705;2023080618;   10;  0.00;eor
       5705;2023080619;   10;  0.00;eor
       5705;2023080620;   10;  0.00;eor
       5705;2023080703;   10;  0.00;eor
       5705;2023080704;   10;  0.00;eor
       5705;2023080705;   10;  0.00;eor
       5705;2023080706;   10;  0.00;eor
       5705;2023080707;   10;  0.00;eor
       5705;2023080708;   10;  0.00;eor
       5705;2023080709;   10;  0.00;eor
       5705;2023080710;   10;  1.00;eor
       5705;2023080711;   10;  0.00;eor
       5705;2023080712;   10;  0.00;eor
       5705;2023080713;   10;  6.00;eor
       5705;2023080714;   10;  0.00;eor
       5705;2023080715;   10; 36.00;eor
       5705;2023080716;   10; 59.00;eor
       5705;2023080717;   10; 48.00;eor
       5705;2023080718;   10; 35.00;eor
       5705;2023080719;   10; 21.00;eor
       5705;2023080720;   10;  0.00;eor
       5705;2023080803;   10;  0.00;eor
       5705;2023080804;   10;  0.00;eor
       5705;2023080805;   10;  7.00;eor
       5705;2023080806;   10; 60.00;eor
       5705;2023080807;   10; 60.00;eor
       5705;2023080808;   10; 59.00;eor
       5705;2023080809;   10; 46.00;eor
       5705;2023080810;   10; 52.00;eor
       5705;2023080811;   10; 59.00;eor
       5705;2023080812;   10; 55.00;eor
       5705;2023080813;   10; 34.00;eor
       5705;2023080814;   10; 28.00;eor
       5705;2023080815;   10; 22.00;eor
       5705;2023080816;   10;  7.00;eor
       5705;2023080817;   10;  0.00;eor
       5705;2023080818;   10;  0.00;eor
       5705;2023080819;   10;  0.00;eor
       5705;2023080820;   10;  0.00;eor
       5705;2023080903;   10;  0.00;eor
       5705;2023080904;   10;  0.00;eor
       5705;2023080905;   10;  0.00;eor
       5705;2023080906;   10;  0.00;eor
       5705;2023080907;   10;  0.00;eor
       5705;2023080908;   10;  0.00;eor
       5705;2023080909;   10;  0.00;eor
       5705;2023080910;   10;  0.00;eor
       5705;2023080911;   10;  0.00;eor
       5705;2023080912;   10; 16.00;eor
       5705;2023080913;   10; 19.00;eor
       5705;2023080914;   10;  0.00;eor
       5705;2023080915;   10;  0.00;eor
       5705;2023080916;   10;  0.00;eor
       5705;2023080917;   10; 49.00;eor
       5705;2023080918;   10; 51.00;eor
       5705;2023080919;   10; 34.00;eor
       5705;2023080920;   10;  0.00;eor
       5705;2023081003;   10;  0.00;eor
       5705;2023081004;   10;  0.00;eor
       5705;2023081005;   10;  0.00;eor
       5705;2023081006;   10;  4.00;eor
       5705;2023081007;   10; 41.00;eor
       5705;2023081008;   10; 50.00;eor
       5705;2023081009;   10; 60.00;eor
       5705;2023081010;   10; 60.00;eor
       5705;2023081011;   10; 60.00;eor
       5705;2023081012;   10; 55.00;eor
       5705;2023081013;   10; 60.00;eor
       5705;2023081014;   10; 49.00;eor
       5705;2023081015;   10; 51.00;eor
       5705;2023081016;   10; 60.00;eor
       5705;2023081017;   10; 60.00;eor
       5705;2023081018;   10; 59.00;eor
       5705;2023081019;   10; 36.00;eor
       5705;2023081020;   10;  0.00;eor
       5705;2023081103;   10;  0.00;eor
       5705;2023081104;   10;  0.00;eor
       5705;2023081105;   10;  6.00;eor
       5705;2023081106;   10; 60.00;eor
       5705;2023081107;   10; 60.00;eor
       5705;2023081108;   10; 60.00;eor
       5705;2023081109;   10; 60.00;eor
       5705;2023081110;   10; 60.00;eor
       5705;2023081111;   10; 60.00;eor
       5705;2023081112;   10; 60.00;eor
       5705;2023081113;   10; 60.00;eor
       5705;2023081114;   10; 60.00;eor
       5705;2023081115;   10; 60.00;eor
       5705;2023081116;   10; 60.00;eor
       5705;2023081117;   10; 60.00;eor
       5705;2023081118;   10; 58.00;eor
       5705;2023081119;   10; 33.00;eor
       5705;2023081120;   10;  0.00;eor
       5705;2023081203;   10;  0.00;eor
       5705;2023081204;   10;  0.00;eor
       5705;2023081205;   10;  0.00;eor
       5705;2023081206;   10;  0.00;eor
       5705;2023081207;   10;  1.00;eor
       5705;2023081208;   10; 17.00;eor
       5705;2023081209;   10; 46.00;eor
       5705;2023081210;   10; 27.00;eor
       5705;2023081211;   10; 29.00;eor
       5705;2023081212;   10; 22.00;eor
       5705;2023081213;   10; 10.00;eor
       5705;2023081214;   10;  1.00;eor
       5705;2023081215;   10;  9.00;eor
       5705;2023081216;   10;  1.00;eor
       5705;2023081217;   10;  0.00;eor
       5705;2023081218;   10;  0.00;eor
       5705;2023081219;   10;  5.00;eor
       5705;2023081220;   10;  0.00;eor
       5705;2023081303;   10;  0.00;eor
       5705;2023081304;   10;  0.00;eor
       5705;2023081305;   10;  0.00;eor
       5705;2023081306;   10;  0.00;eor
       5705;2023081307;   10; 18.00;eor
       5705;2023081308;   10; 19.00;eor
       5705;2023081309;   10; 41.00;eor
       5705;2023081310;   10; 42.00;eor
       5705;2023081311;   10; 33.00;eor
       5705;2023081312;   10; 50.00;eor
       5705;2023081313;   10; 32.00;eor
       5705;2023081314;   10;  5.00;eor
       5705;2023081315;   10; 54.00;eor
       5705;2023081316;   10; 28.00;eor
       5705;2023081317;   10; 24.00;eor
       5705;2023081318;   10;  3.00;eor
       5705;2023081319;   10; 34.00;eor
       5705;2023081320;   10;  0.00;eor
       5705;2023081403;   10;  0.00;eor
       5705;2023081404;   10;  0.00;eor
       5705;2023081405;   10;  0.00;eor
       5705;2023081406;   10;  8.00;eor
       5705;2023081407;   10; 35.00;eor
       5705;2023081408;   10; 53.00;eor
       5705;2023081409;   10; 49.00;eor
       5705;2023081410;   10; 52.00;eor
       5705;2023081411;   10; 60.00;eor
       5705;2023081412;   10; 58.00;eor
       5705;2023081413;   10; 47.00;eor
       5705;2023081414;   10; 60.00;eor
       5705;2023081415;   10; 60.00;eor
       5705;2023081416;   10; 37.00;eor
       5705;2023081417;   10;  0.00;eor
       5705;2023081418;   10;  5.00;eor
       5705;2023081419;   10; 33.00;eor
       5705;2023081420;   10;  0.00;eor
       5705;2023081503;   10;  0.00;eor
       5705;2023081504;   10;  0.00;eor
       5705;2023081505;   10;  0.00;eor
       5705;2023081506;   10;  5.00;eor
       5705;2023081507;   10; 33.00;eor
       5705;2023081508;   10; 29.00;eor
       5705;2023081509;   10; 60.00;eor
       5705;2023081510;   10; 45.00;eor
       5705;2023081511;   10; 18.00;eor
       5705;2023081512;   10;  2.00;eor
       5705;2023081513;   10; 48.00;eor
       5705;2023081514;   10; 22.00;eor
       5705;2023081515;   10; 33.00;eor
       5705;2023081516;   10; 41.00;eor
       5705;2023081517;   10; 35.00;eor
       5705;2023081518;   10;  0.00;eor
       5705;2023081519;   10;  2.00;eor
       5705;2023081520;   10;  0.00;eor
       5705;2023081603;   10;  0.00;eor
       5705;2023081604;   10;  0.00;eor
       5705;2023081605;   10;  0.00;eor
       5705;2023081606;   10;  0.00;eor
       5705;2023081607;   10; 25.00;eor
       5705;2023081608;   10; 31.00;eor
       5705;2023081609;   10; 19.00;eor
       5705;2023081610;   10; 60.00;eor
       5705;2023081611;   10; 18.00;eor
       5705;2023081612;   10; 42.00;eor
       5705;2023081613;   10; 56.00;eor
       5705;2023081614;   10; 60.00;eor
       5705;2023081615;   10; 60.00;eor
       5705;2023081616;   10; 60.00;eor
       5705;2023081617;   10; 46.00;eor
       5705;2023081618;   10;  0.00;eor
       5705;2023081619;   10;  0.00;eor
       5705;2023081620;   10;  0.00;eor
       5705;2023081703;   10;  0.00;eor
       5705;2023081704;   10;  0.00;eor
       5705;2023081705;   10;  0.00;eor
       5705;2023081706;   10; 53.00;eor
       5705;2023081707;   10; 60.00;eor
       5705;2023081708;   10; 60.00;eor
       5705;2023081709;   10; 60.00;eor
       5705;2023081710;   10; 60.00;eor
       5705;2023081711;   10; 60.00;eor
       5705;2023081712;   10; 60.00;eor
       5705;2023081713;   10; 54.00;eor
       5705;2023081714;   10; 42.00;eor
       5705;2023081715;   10; 36.00;eor
       5705;2023081716;   10;  0.00;eor
       5705;2023081717;   10;  0.00;eor
       5705;2023081718;   10;  0.00;eor
       5705;2023081719;   10;  5.00;eor
       5705;2023081720;   10;  0.00;eor
       5705;2023081803;   10;  0.00;eor
       5705;2023081804;   10;  0.00;eor
       5705;2023081805;   10;  0.00;eor
       5705;2023081806;   10; 32.00;eor
       5705;2023081807;   10; 60.00;eor
       5705;2023081808;   10; 60.00;eor
       5705;2023081809;   10; 60.00;eor
       5705;2023081810;   10; 60.00;eor
       5705;2023081811;   10; 60.00;eor
       5705;2023081812;   10; 60.00;eor
       5705;2023081813;   10; 60.00;eor
       5705;2023081814;   10; 60.00;eor
       5705;2023081815;   10; 60.00;eor
       5705;2023081816;   10; 59.00;eor
       5705;2023081817;   10; 60.00;eor
       5705;2023081818;   10; 59.00;eor
       5705;2023081819;   10; 22.00;eor
       5705;2023081820;   10;  0.00;eor
       5705;2023081903;   10;  0.00;eor
       5705;2023081904;   10;  0.00;eor
       5705;2023081905;   10;  0.00;eor
       5705;2023081906;   10; 45.00;eor
       5705;2023081907;   10; 60.00;eor
       5705;2023081908;   10; 59.00;eor
       5705;2023081909;   10; 60.00;eor
       5705;2023081910;   10; 60.00;eor
       5705;2023081911;   10; 60.00;eor
       5705;2023081912;   10; 60.00;eor
       5705;2023081913;   10; 58.00;eor
       5705;2023081914;   10; 60.00;eor
       5705;2023081915;   10; 32.00;eor
       5705;2023081916;   10;  0.00;eor
       5705;2023081917;   10;  7.00;eor
       5705;2023081918;   10;  0.00;eor
       5705;2023081919;   10;  0.00;eor
       5705;2023081920;   10;  0.00;eor
       5705;2023082003;   10;  0.00;eor
       5705;2023082004;   10;  0.00;eor
       5705;2023082005;   10;  0.00;eor
       5705;2023082006;   10; 41.00;eor
       5705;2023082007;   10; 60.00;eor
       5705;2023082008;   10; 54.00;eor
       5705;2023082009;   10; 46.00;eor
       5705;2023082010;   10; 32.00;eor
       5705;2023082011;   10; 58.00;eor
       5705;2023082012;   10; 60.00;eor
       5705;2023082013;   10; 60.00;eor
       5705;2023082014;   10; 59.00;eor
       5705;2023082015;   10; 60.00;eor
       5705;2023082016;   10; 60.00;eor
       5705;2023082017;   10; 60.00;eor
       5705;2023082018;   10; 55.00;eor
       5705;2023082019;   10; 16.00;eor
       5705;2023082020;   10;  0.00;eor
       5705;2023082103;   10;  0.00;eor
       5705;2023082104;   10;  0.00;eor
       5705;2023082105;   10;  0.00;eor
       5705;2023082106;   10; 41.00;eor
       5705;2023082107;   10; 57.00;eor
       5705;2023082108;   10; 60.00;eor
       5705;2023082109;   10; 60.00;eor
       5705;2023082110;   10; 60.00;eor
       5705;2023082111;   10; 60.00;eor
       5705;2023082112;   10; 58.00;eor
       5705;2023082113;   10; 36.00;eor
       5705;2023082114;   10; 44.00;eor
       5705;2023082115;   10; 20.00;eor
       5705;2023082116;   10; 52.00;eor
       5705;2023082117;   10; 60.00;eor
       5705;2023082118;   10; 58.00;eor
       5705;2023082119;   10; 22.00;eor
       5705;2023082120;   10;  0.00;eor
       5705;2023082203;   10;  0.00;eor
       5705;2023082204;   10;  0.00;eor
       5705;2023082205;   10;  0.00;eor
       5705;2023082206;   10; 28.00;eor
       5705;2023082207;   10; 60.00;eor
       5705;2023082208;   10; 57.00;eor
       5705;2023082209;   10; 60.00;eor
       5705;2023082210;   10; 60.00;eor
       5705;2023082211;   10; 59.00;eor
       5705;2023082212;   10; 60.00;eor
       5705;2023082213;   10; 58.00;eor
       5705;2023082214;   10; 60.00;eor
       5705;2023082215;   10; 60.00;eor
       5705;2023082216;   10; 60.00;eor
       5705;2023082217;   10; 60.00;eor
       5705;2023082218;   10; 55.00;eor
       5705;2023082219;   10;  5.00;eor
       5705;2023082220;   10;  0.00;eor
       5705;2023082303;   10;  0.00;eor
       5705;2023082304;   10;  0.00;eor
       5705;2023082305;   10;  0.00;eor
       5705;2023082306;   10; 43.00;eor
       5705;2023082307;   10; 60.00;eor
       5705;2023082308;   10; 60.00;eor
       5705;2023082309;   10; 60.00;eor
       5705;2023082310;   10; 60.00;eor
       5705;2023082311;   10; 60.00;eor
       5705;2023082312;   10; 60.00;eor
       5705;2023082313;   10; 60.00;eor
       5705;2023082314;   10; 60.00;eor
       5705;2023082315;   10; 57.00;eor
       5705;2023082316;   10; 60.00;eor
       5705;2023082317;   10; 60.00;eor
       5705;2023082318;   10; 59.00;eor
       5705;2023082319;   10; 14.00;eor
       5705;2023082320;   10;  0.00;eor
       5705;2023082403;   10;  0.00;eor
       5705;2023082404;   10;  0.00;eor
       5705;2023082405;   10;  0.00;eor
       5705;2023082406;   10;  3.00;eor
       5705;2023082407;   10;  2.00;eor
       5705;2023082408;   10; 32.00;eor
       5705;2023082409;   10; 29.00;eor
       5705;2023082410;   10; 34.00;eor
       5705;2023082411;   10; 39.00;eor
       5705;2023082412;   10; 56.00;eor
       5705;2023082413;   10; 56.00;eor
       5705;2023082414;   10; 60.00;eor
       5705;2023082415;   10; 59.00;eor
       5705;2023082416;   10; 11.00;eor
       5705;2023082417;   10;  0.00;eor
       5705;2023082418;   10;  0.00;eor
       5705;2023082419;   10;  0.00;eor
       5705;2023082420;   10;  0.00;eor
       5705;2023082503;   10;  0.00;eor
       5705;2023082504;   10;  0.00;eor
       5705;2023082505;   10;  0.00;eor
       5705;2023082506;   10; 40.00;eor
       5705;2023082507;   10;  8.00;eor
       5705;2023082508;   10;  0.00;eor
       5705;2023082509;   10;  0.00;eor
       5705;2023082510;   10;  0.00;eor
       5705;2023082511;   10; 20.00;eor
       5705;2023082512;   10;  4.00;eor
       5705;2023082513;   10; 18.00;eor
       5705;2023082514;   10;  7.00;eor
       5705;2023082515;   10; 11.00;eor
       5705;2023082516;   10; 57.00;eor
       5705;2023082517;   10; 59.00;eor
       5705;2023082518;   10; 56.00;eor
       5705;2023082519;   10;  0.00;eor
       5705;2023082520;   10;  0.00;eor
       5705;2023082603;   10;  0.00;eor
       5705;2023082604;   10;  0.00;eor
       5705;2023082605;   10;  0.00;eor
       5705;2023082606;   10;  0.00;eor
       5705;2023082607;   10; 54.00;eor
       5705;2023082608;   10; 47.00;eor
       5705;2023082609;   10; 60.00;eor
       5705;2023082610;   10; 59.00;eor
       5705;2023082611;   10; 29.00;eor
       5705;2023082612;   10; 21.00;eor
       5705;2023082613;   10;  2.00;eor
       5705;2023082614;   10;  0.00;eor
       5705;2023082615;   10;  0.00;eor
       5705;2023082616;   10;  1.00;eor
